ContractId,ContractType,ContractTypeId,playerId,position,war_prev,war_proj,playerName,UPURL,Bats,Throws,age,team_prev,teamoverride,qo,qo_accepted,med_years,med_aav,servicetime,team_new,fullvalue,contract_years,ContractTotal,YearsTotal,SigningTeamId,aav
131.0,Free Agent,2.0,4892,2B/3B,2.7356162071228027,,Mike Moustakas,/players/mike-moustakas/4892/stats?position=3B,L,R,31,MIL,,,,3.0,12000000.0,8.111,CIN,4.0,4.0,64000000.0,4.0,18.0,16000000.0
518.0,Free Agent,2.0,5372,SP,2.616966962814331,,Michael Pineda,/players/michael-pineda/5372/stats?position=P,R,R,31,MIN,,,,2.0,11000000.0,8.090,MIN,3.0,3.0,20000000.0,3.0,8.0,7600000.0
625.0,Free Agent,2.0,10123,SP,2.5571064949035645,,Kyle Gibson,/players/kyle-gibson/10123/stats?position=P,R,R,32,MIN,,,,2.0,10000000.0,6.039,TEX,3.0,3.0,28000000.0,3.0,13.0,9333333.33333333
629.0,Free Agent,2.0,3142,C,2.5324833393096924,,Robinson Chirinos,/players/robinson-chirinos/3142/stats?position=C,R,R,36,HOU,,,,1.0,6000000.0,7.103,TEX,1.0,1.0,6750000.0,1.0,13.0,6750000.0
79.0,Free Agent,2.0,4972,SP,2.475051164627075,,Cole Hamels,/players/cole-hamels/4972/stats?position=P,L,L,36,CHC,,,,2.0,15000000.0,13.143,ATL,1.0,1.0,18000000.0,1.0,16.0,18000000.0
366.0,Free Agent,2.0,4579,2B/3B,2.4509358406066895,,Starlin Castro,/players/starlin-castro/4579/stats?position=2B/SS,R,R,30,MIA,,,,,,9.150,WSN,2.0,2.0,10703703.0,2.0,24.0,5351851.5
130.0,Free Agent,2.0,11737,RF/LF,2.3212783336639404,,Nick Castellanos,/players/nick-castellanos/11737/stats?position=3B/OF,R,R,28,CHC,,,,4.0,14000000.0,6.029,CIN,2.0,2.0,34000000.0,2.0,18.0,16400000.0
371.0,Free Agent,2.0,3711,1B/RF/LF,2.3210813999176025,,Eric Thames,/players/eric-thames/3711/stats?position=1B/OF,L,R,33,MIL,MIL,,,,,4.063,WSN,1.0,1.0,4000000.0,1.0,24.0,4000000.0
,,,14225,RF/LF,2.3209335803985596,,Yasiel Puig,/players/yasiel-puig/14225/stats?position=OF,R,R,29,CLE,,,,3.0,12750000.0,6.102,,,,,,,
397.0,Free Agent,2.0,2151,1B/DH,2.3100345134735107,,Edwin Encarnación,/players/edwin-encarnacion/2151/stats?position=1B/3B/DH,R,R,37,NYY,,,,1.0,14000000.0,14.085,CHW,1.0,1.0,12000000.0,1.0,4.0,12000000.0
80.0,Free Agent,2.0,10324,LF/RF,2.1228220462799072,,Marcell Ozuna,/players/marcell-ozuna/10324/stats?position=DH/OF,R,R,29,STL,,17800000.0,,4.0,16000000.0,6.124,ATL,1.0,1.0,18000000.0,1.0,16.0,18000000.0
39.0,Free Agent,2.0,11200,RF/LF,2.1127614974975586,,Kole Calhoun,/players/kole-calhoun/11200/stats?position=OF,L,L,32,LAA,,,,,,6.130,ARI,2.0,2.0,16000000.0,2.0,15.0,8000000.0
445.0,Free Agent,2.0,1994,SP,2.1013076305389404,,Iván Nova,/players/ivan-nova/1994/stats?position=P,R,R,33,CHW,,,,2.0,7150000.0,9.024,DET,1.0,1.0,1500000.0,1.0,6.0,1500000.0
441.0,Free Agent,2.0,11265,2B,2.0879409313201904,,Jonathan Schoop,/players/jonathan-schoop/11265/stats?position=2B,R,R,28,MIN,,,,2.0,8000000.0,6.027,DET,1.0,1.0,6100000.0,1.0,6.0,6100000.0
344.0,Free Agent,2.0,2233,SP,2.0768826007843018,,Adam Wainwright,/players/adam-wainwright/2233/stats?position=P,R,R,38,STL,,,,1.0,8000000.0,14.027,STL,1.0,1.0,5000000.0,1.0,28.0,5000000.0
643.0,Free Agent,2.0,8753,SP,2.0367000102996826,,Tanner Roark,/players/tanner-roark/8753/stats?position=P,R,R,33,OAK,,,,2.0,10000000.0,6.055,TOR,2.0,2.0,24000000.0,2.0,14.0,12000000.0
135.0,Free Agent,2.0,8779,SP,2.019850015640259,,Wade Miley,/players/wade-miley/8779/stats?position=P,L,L,33,HOU,,,,2.0,8000000.0,8.025,CIN,3.0,3.0,24000000.0,3.0,18.0,7500000.0
220.0,Free Agent,2.0,8223,SP,1.9751688241958618,,Brett Anderson,/players/brett-anderson/8223/stats?position=P,L,L,32,OAK,,,,1.0,5000000.0,10.135,MIL,1.0,1.0,5000000.0,1.0,23.0,5000000.0
219.0,Free Agent,2.0,5760,RF/LF,1.9356423616409302,,Avisaíl García,/players/avisail-garcia/5760/stats?position=OF,R,R,29,TBR,,,,2.0,6750000.0,6.167,MIL,2.0,2.0,19500000.0,2.0,23.0,9750000.0
372.0,Free Agent,2.0,4962,2B/3B,1.8915376663208008,,Asdrúbal Cabrera,/players/asdrubal-cabrera/4962/stats?position=SS,S,R,34,WSN,,,,2.0,6000000.0,12.027,WSN,1.0,1.0,2500000.0,1.0,24.0,2500000.0
396.0,Extension,3.0,15676,1B,1.8697646856307983,,José Abreu,/players/jose-abreu/15676/stats?position=1B,R,R,33,CHW,,17800000.0,1.0,2.0,15000000.0,6.000,CHW,3.0,3.0,50000000.0,3.0,4.0,16666666.66666667
,,,8782,SP/RP,1.8644993305206299,,Andrew Cashner,/players/andrew-cashner/8782/stats?position=P,R,R,33,BOS,,,,,,9.126,,,,,,,
59.0,Free Agent,2.0,6902,SP,1.8534599542617798,,Martín Pérez,/players/martin-perez/6902/stats?position=P,L,L,29,MIN,,,,,,7.038,BOS,1.0,1.0,6500000.0,1.0,3.0,6500000.0
383.0,Free Agent,2.0,10231,SS,1.8280165195465088,,Jose Iglesias,/players/jose-iglesias/10231/stats?position=SS,R,R,30,CIN,CIN,,,2.0,7000000.0,7.036,BAL,2.0,2.0,6000000.0,2.0,2.0,3000000.0
248.0,Free Agent,2.0,2717,SP,1.7816669940948486,,Rick Porcello,/players/rick-porcello/2717/stats?position=P,R,R,31,BOS,,,,3.0,12000000.0,10.170,NYM,1.0,1.0,10000000.0,1.0,25.0,10000000.0
631.0,Free Agent,2.0,785,3B/1B,1.7655329704284668,,Todd Frazier,/players/todd-frazier/785/stats?position=3B,R,R,34,NYM,,,,1.0,7000000.0,8.071,TEX,1.0,1.0,5000000.0,1.0,13.0,5000000.0
,,,8044,SP,1.7263619899749756,,Jason Vargas,/players/jason-vargas/8044/stats?position=P,L,L,37,PHI,,,,,,12.114,,,,,,,
444.0,Free Agent,2.0,5223,LF/RF/CF,1.7156254053115845,,Cameron Maybin,/players/cameron-maybin/5223/stats?position=OF,R,R,33,NYY,NYY,,,,,10.059,DET,1.0,1.0,1500000.0,1.0,6.0,1500000.0
422.0,Free Agent,2.0,10556,2B,1.6996597051620483,,César Hernández,/players/cesar-hernandez/10556/stats?position=2B,S,R,30,PHI,,,,,,5.154,CLE,1.0,1.0,6250000.0,1.0,5.0,6250000.0
495.0,Free Agent,2.0,6797,SP,1.6162344217300415,,Julio Teheran,/players/julio-teheran/6797/stats?position=P,R,R,29,ATL,,,,,,7.062,LAA,1.0,1.0,9000000.0,1.0,1.0,9000000.0
322.0,Free Agent,2.0,14107,SP/RP,1.606320858001709,,Kevin Gausman,/players/kevin-gausman/14107/stats?position=P,L,R,29,CIN,CIN,,,,,5.151,SFG,1.0,1.0,9000000.0,1.0,30.0,9000000.0
628.0,Free Agent,2.0,7593,SP,1.5945825576782227,,Jordan Lyles,/players/jordan-lyles/7593/stats?position=P,R,R,29,MIL,,,,2.0,6000000.0,8.002,TEX,2.0,2.0,16000000.0,2.0,13.0,8000000.0
667.0,Free Agent,2.0,9810,2B,1.580188274383545,,Brian Dozier,/players/brian-dozier/9810/stats?position=2B,R,R,33,WSN,,,,2.0,9000000.0,7.100,NYM,1.0,1.0,,1.0,25.0,
522.0,Free Agent,2.0,7476,C,1.5499420166015625,,Alex Avila,/players/alex-avila/7476/stats?position=C,L,R,33,ARI,,,,1.0,4000000.0,10.061,MIN,1.0,1.0,4250000.0,1.0,8.0,4250000.0
325.0,Free Agent,2.0,8252,LF/RF/DH,1.540784239768982,,Hunter Pence,/players/hunter-pence/8252/stats?position=OF,R,R,37,TEX,,,,,,12.156,SFG,1.0,1.0,3000000.0,1.0,30.0,3000000.0
83.0,Free Agent,2.0,7739,C,1.4616988897323608,,Travis d'Arnaud,/players/travis-darnaud/7739/stats?position=C,R,R,31,TBR,,,,2.0,5000000.0,6.044,ATL,2.0,2.0,16000000.0,2.0,16.0,8000000.0
326.0,Free Agent,2.0,5827,2B/1B/3B,1.4609962701797485,,Wilmer Flores,/players/wilmer-flores/5827/stats?position=1B,R,R,28,ARI,,,,,,6.003,SFG,3.0,3.0,9500000.0,3.0,30.0,3125000.0
87.0,Free Agent,2.0,9134,C,1.40314519405365,,Tyler Flowers,/players/tyler-flowers/9134/stats?position=C,R,R,34,ATL,,,,,,8.148,ATL,1.0,1.0,4000000.0,1.0,16.0,4000000.0
400.0,Free Agent,2.0,7448,SP,1.3896888494491577,,Gio González,/players/gio-gonzalez/7448/stats?position=P,R,L,34,MIL,,,,2.0,10000000.0,10.146,CHW,1.0,1.0,5000000.0,1.0,4.0,5000000.0
198.0,Free Agent,2.0,10762,LF/RF,1.301257610321045,,Corey Dickerson,/players/corey-dickerson/10762/stats?position=OF,L,R,31,PHI,,,,2.0,8000000.0,6.101,MIA,2.0,2.0,17500000.0,2.0,20.0,8750000.0
202.0,Free Agent,2.0,3353,LF/RF,1.2874083518981934,,Matt Joyce,/players/matt-joyce/3353/stats?position=OF,L,R,35,ATL,,,,1.0,2000000.0,10.123,MIA,1.0,1.0,1500000.0,1.0,20.0,1500000.0
442.0,Free Agent,2.0,12546,1B,1.2485274076461792,,C.J. Cron,/players/cj-cron/12546/stats?position=1B,R,R,30,MIN,MIN,,,,,5.097,DET,1.0,1.0,6100000.0,1.0,6.0,6100000.0
82.0,Free Agent,2.0,8048,RP,1.238153100013733,,Will Smith,/players/will-smith/8048/stats?position=P,R,L,30,SFG,,17800000.0,,3.0,10000000.0,6.155,ATL,3.0,3.0,40000000.0,3.0,16.0,13333333.33333333
224.0,Free Agent,2.0,9345,2B/3B/LF,1.2358454465866089,,Brock Holt,/players/brock-holt/9345/stats?position=2B/3B/OF,L,R,32,BOS,,,,2.0,4000000.0,6.052,MIL,1.0,1.0,3250000.0,1.0,23.0,3250000.0
364.0,Free Agent,2.0,3192,RP,1.1410151720046997,,Will Harris,/players/will-harris/3192/stats?position=P,R,R,35,HOU,,,,2.0,7000000.0,6.102,WSN,3.0,3.0,24000000.0,3.0,24.0,8000000.0
496.0,Free Agent,2.0,8722,C,1.1231153011322021,,Jason Castro,/players/jason-castro/8722/stats?position=C,L,R,33,MIN,,,,2.0,6000000.0,9.104,LAA,1.0,1.0,6850000.0,1.0,1.0,6850000.0
347.0,Free Agent,2.0,12775,2B/3B/LF,1.0927460193634033,,Brad Miller,/players/brad-miller/12775/stats?position=SS,L,R,30,PHI,,,,1.0,1000000.0,6.004,STL,1.0,1.0,2000000.0,1.0,28.0,2000000.0
85.0,Free Agent,2.0,11847,RP,1.0639081001281738,,Chris Martin,/players/chris-martin/11847/stats?position=P,R,R,34,ATL,,,,2.0,4500000.0,2.133,ATL,2.0,2.0,14000000.0,2.0,16.0,7000000.0
567.0,Free Agent,2.0,5003,RP,1.013899803161621,,Jake Diekman,/players/jake-diekman/5003/stats?position=P,R,L,33,OAK,,,,,,7.050,OAK,2.0,2.0,7500000.0,2.0,10.0,3750000.0
,,,4616,C,1.0122724771499634,,Russell Martin,/players/russell-martin/4616/stats?position=C,R,R,37,LAD,,,,1.0,5000000.0,13.150,,,,,,,
668.0,Free Agent,2.0,5409,3B/1B,0.9852970242500305,,Pablo Sandoval,/players/pablo-sandoval/5409/stats?position=3B,S,R,33,SFG,,,,,,11.042,SFG,1.0,1.0,2000000.0,1.0,30.0,2000000.0
443.0,Free Agent,2.0,5491,C,0.9826480150222778,,Austin Romine,/players/austin-romine/5491/stats?position=C,R,R,31,NYY,,,,1.0,2500000.0,6.045,DET,1.0,1.0,4150000.0,1.0,6.0,4150000.0
521.0,Free Agent,2.0,9817,RP,0.9772970676422119,,Sergio Romo,/players/sergio-romo/9817/stats?position=P,R,R,37,MIN,,,,1.0,3000000.0,11.097,MIN,1.0,1.0,5000000.0,1.0,8.0,5000000.0
,,,6547,SS/2B,0.9747815132141113,,Jordy Mercer,/players/jordy-mercer/6547/stats?position=SS,R,R,33,DET,,,,,,7.095,,,,,,,
525.0,Free Agent,2.0,4806,SP,0.9430496692657471,,Rich Hill,/players/rich-hill/4806/stats?position=P,L,L,40,LAD,,,,1.0,10000000.0,10.127,MIN,1.0,1.0,3000000.0,1.0,8.0,3000000.0
368.0,Free Agent,2.0,7146,RP,0.9295858144760132,,Daniel Hudson,/players/daniel-hudson/7146/stats?position=P,R,R,33,WSN,,,,2.0,6000000.0,9.106,WSN,2.0,2.0,11000000.0,2.0,24.0,5500000.0
,,,11710,RP,0.9076539278030396,,Sam Dyson,/players/sam-dyson/11710/stats?position=P,R,R,32,MIN,,,,,,5.142,,,,,,,
63.0,Free Agent,2.0,3086,1B/DH,0.8757530450820923,,Mitch Moreland,/players/mitch-moreland/3086/stats?position=1B,L,L,34,BOS,,,,1.0,5000000.0,9.067,BOS,1.0,1.0,3000000.0,1.0,3.0,3000000.0
370.0,Free Agent,2.0,9627,C,0.8573688268661499,,Yan Gomes,/players/yan-gomes/9627/stats?position=C,R,R,32,WSN,,,,,,7.083,WSN,2.0,2.0,10000000.0,2.0,24.0,5000000.0
200.0,Free Agent,2.0,9939,RP,0.8536631464958191,,Brandon Kintzler,/players/brandon-kintzler/9939/stats?position=P,R,R,35,CHC,,,,1.0,5000000.0,8.003,MIA,1.0,1.0,3250000.0,1.0,20.0,3250000.0
394.0,Free Agent,2.0,9434,SP,0.7976056933403015,,Dallas Keuchel,/players/dallas-keuchel/9434/stats?position=P,L,L,32,ATL,,,,4.0,17600000.0,7.031,CHW,3.0,3.0,55500000.0,3.0,4.0,18500000.0
464.0,Free Agent,2.0,6887,C,0.7963455319404602,,Martín Maldonado,/players/martin-maldonado/6887/stats?position=C,R,R,33,HOU,,,,2.0,4500000.0,7.156,HOU,2.0,2.0,7000000.0,2.0,21.0,3500000.0
473.0,Split/Pre-Arb,6.0,9433,C,0.7773407101631165,,Dustin Garneau,/players/dustin-garneau/9433/stats?position=C,R,R,32,OAK,,,,,,1.140,HOU,1.0,1.0,650000.0,1.0,21.0,650000.0
,,,11490,SP,0.7725383043289185,,Aaron Sanchez,/players/aaron-sanchez/11490/stats?position=P,R,R,27,HOU,HOU,,,,,5.069,,,,,,,
44.0,Free Agent,2.0,5000,C,0.7675970792770386,,Stephen Vogt,/players/stephen-vogt/5000/stats?position=C,L,R,35,SFG,,,,,,6.064,ARI,1.0,1.0,2500000.0,1.0,15.0,3000000.0
252.0,Free Agent,2.0,6627,RP,0.7299863696098328,,Brad Brach,/players/brad-brach/6627/stats?position=P,R,R,34,NYM,,,,,,7.063,NYM,3.0,3.0,4175000.0,3.0,25.0,1462500.0
11.0,Free Agent,2.0,11426,RP/SP,0.7072427868843079,,Drew Pomeranz,/players/drew-pomeranz/11426/stats?position=P,R,L,31,MIL,,,,2.0,6000000.0,7.013,SDP,4.0,4.0,34000000.0,4.0,29.0,8500000.0
687.0,Free Agent,2.0,7539,1B/3B,0.7033409476280212,,Neil Walker,/players/neil-walker/7539/stats?position=2B,S,R,34,MIA,,,,,,9.166,PHI,1.0,1.0,2000000.0,1.0,26.0,2000000.0
526.0,Free Agent,2.0,5640,RP,0.6939712762832642,,Tyler Clippard,/players/tyler-clippard/5640/stats?position=P,R,R,35,CLE,,,,,,10.134,MIN,1.0,1.0,2750000.0,1.0,8.0,2750000.0
479.0,Free Agent,2.0,5209,LF/RF,0.6848678588867188,,Alex Gordon,/players/alex-gordon/5209/stats?position=OF,L,R,36,KCR,KCR,,,,,12.092,KCR,1.0,1.0,4000000.0,1.0,7.0,4000000.0
303.0,Free Agent,2.0,18721,RF/LF/CF,0.6401790976524353,,Guillermo Heredia,/players/guillermo-heredia/18721/stats?position=OF,R,L,29,TBR,TBR,,,,,3.054,PIT,1.0,1.0,1000000.0,1.0,27.0,1000000.0
295.0,Free Agent,2.0,4866,CF/LF/RF,0.6396083235740662,,Jarrod Dyson,/players/jarrod-dyson/4866/stats?position=OF,L,R,35,ARI,,,,1.0,3800000.0,8.088,PIT,1.0,1.0,2000000.0,1.0,27.0,2000000.0
,,,10542,1B/2B/LF,0.6255778074264526,,Derek Dietrich,/players/derek-dietrich/10542/stats?position=2B/OF,L,R,30,CIN,,,,,,5.151,,,,,,,
60.0,Free Agent,2.0,12434,CF/RF/LF,0.6101281642913818,,Kevin Pillar,/players/kevin-pillar/12434/stats?position=OF,R,R,31,SFG,,,,,,5.113,BOS,1.0,1.0,4250000.0,1.0,3.0,4250000.0
86.0,Free Agent,2.0,5930,LF/RF,0.6010181307792664,,Nick Markakis,/players/nick-markakis/5930/stats?position=OF,L,L,36,ATL,,,,,,14.000,ATL,2.0,2.0,7200000.0,2.0,16.0,3200000.0
64.0,Free Agent,2.0,7531,RP/SP,0.5705389976501465,,Collin McHugh,/players/collin-mchugh/7531/stats?position=P,R,R,33,HOU,,,,2.0,5000000.0,6.085,BOS,2.0,2.0,600000.0,2.0,3.0,0.0
71.0,Free Agent/Arb,8.0,13807,C,0.5599923133850098,,Kevin Plawecki,/players/kevin-plawecki/13807/stats?position=C,R,R,29,CLE,CLE,,,,,3.167,BOS,1.0,1.0,900000.0,1.0,3.0,900000.0
,,,10354,SP/RP,0.5340921878814697,,Robbie Erlin,/players/robbie-erlin/10354/stats?position=P,R,L,29,SDP,,,,,,5.045,,,,,,,
,,,6589,3B/SS/LF,0.5222818851470947,,Sean Rodríguez,/players/sean-rodriguez/6589/stats?position=2B,R,R,35,PHI,PHI,,,,,10.105,,,,,,,
89.0,Free Agent,2.0,10459,SS/3B/2B,0.5190193057060242,,Adeiny Hechavarría,/players/adeiny-hechavarria/10459/stats?position=SS,R,R,31,ATL,,,,,,7.037,ATL,1.0,1.0,1000000.0,1.0,16.0,1000000.0
221.0,Free Agent,2.0,9054,1B,0.4888966679573059,,Justin Smoak,/players/justin-smoak/9054/stats?position=1B,S,L,33,TOR,,,,1.0,5500000.0,9.077,MIL,1.0,1.0,5000000.0,1.0,23.0,5000000.0
,,,7731,RP,0.46543070673942566,,Juan Nicasio,/players/juan-nicasio/7731/stats?position=P,R,R,33,PHI,,,,,,8.084,,,,,,,
463.0,Free Agent,2.0,3281,RP,0.4519125819206238,,Joe Smith,/players/joe-smith/3281/stats?position=P,R,R,36,HOU,,,,,,12.091,HOU,2.0,2.0,4000000.0,2.0,21.0,0.0
585.0,Pre-Arbitration,0.0,19756,RP,0.45108717679977417,,Yoshihisa Hirano,/players/yoshihisa-hirano/19756/stats?position=P,R,R,36,ARI,,,,,,2.000,SEA,1.0,1.0,1600000.0,1.0,11.0,1600000.0
647.0,Free Agent,2.0,11936,2B,0.43127676844596863,,Joe Panik,/players/joe-panik/11936/stats?position=2B,L,R,29,NYM,,,,,,5.100,TOR,1.0,1.0,2850000.0,1.0,14.0,2850000.0
713.0,Free Agent/Arb,8.0,7407,RP,0.40745145082473755,,Javy Guerra,/players/javy-guerra/7407/stats?position=P,R,R,34,WSN,WSN,,,,,4.145,WSN,1.0,1.0,1000000.0,1.0,24.0,1000000.0
13.0,Free Agent,2.0,7274,RP,0.39017629623413086,,Craig Stammen,/players/craig-stammen/7274/stats?position=P,R,R,36,SDP,,,,,,8.160,SDP,3.0,3.0,12000000.0,3.0,29.0,4500000.0
,,,4259,RP,0.3809426426887512,,David Hernandez,/players/david-hernandez/4259/stats?position=P,R,R,35,NYY,NYY,,,,,10.049,,,,,,,
,,,494,RP,0.3556373119354248,,Fernando Rodney,/players/fernando-rodney/494/stats?position=P,R,R,43,WSN,,,,,,16.132,,,,,,,
671.0,Free Agent,2.0,9776,2B,0.3539636731147766,,Jason Kipnis,/players/jason-kipnis/9776/stats?position=2B,L,R,33,CLE,,,,,,8.069,CHC,1.0,1.0,1000000.0,1.0,17.0,1000000.0
706.0,MiLB/Arb,10.0,11602,2B/3B/SS,0.3500082790851593,,Yolmer Sánchez,/players/yolmer-sanchez/11602/stats?position=2B/3B,S,R,28,CHW,CHW,,,,,4.134,SFG,1.0,1.0,0.0,1.0,30.0,
115.0,Free Agent,2.0,9490,RP,0.3356524407863617,,Jeremy Jeffress,/players/jeremy-jeffress/9490/stats?position=P,R,R,32,MIL,,,,,,6.090,CHC,1.0,1.0,850000.0,1.0,17.0,850000.0
,,,8280,RP,0.3191349506378174,,Tony Sipp,/players/tony-sipp/8280/stats?position=P,L,L,36,WSN,,,,,,10.060,,,,,,,
689.0,Free Agent,2.0,10346,C,0.30999234318733215,,John Ryan Murphy,/players/john-ryan-murphy/10346/stats?position=C,R,R,29,ATL,ATL,,,,,3.122,PIT,1.0,1.0,900000.0,1.0,27.0,900000.0
,,,3201,RP,0.2740538716316223,,Francisco Liriano,/players/francisco-liriano/3201/stats?position=P,L,L,36,PIT,,,,,,13.104,,,,,,,
,,,7947,RP,0.2549964189529419,,Cory Gearrin,/players/cory-gearrin/7947/stats?position=P,R,R,34,NYY,,,,,,6.136,,,,,,,
42.0,Free Agent,2.0,5702,RP,0.24735884368419647,,Junior Guerra,/players/junior-guerra/5702/stats?position=P,R,R,35,MIL,MIL,,,,,3.155,ARI,1.0,1.0,2650000.0,1.0,15.0,2650000.0
699.0,Free Agent,2.0,11467,RP/SP,0.22962845861911774,,A.J. Cole,/players/aj-cole/11467/stats?position=P,R,R,28,CLE,CLE,,,,,2.124,TOR,1.0,1.0,850000.0,1.0,14.0,850000.0
399.0,Free Agent,2.0,6483,RP,0.19506601989269257,,Steve Cishek,/players/steve-cishek/6483/stats?position=P,R,R,34,CHC,,,,,,8.143,CHW,1.0,1.0,6000000.0,1.0,4.0,6000000.0
680.0,MiLB,7.0,13442,RP,0.1858234703540802,,Mike Morin,/players/mike-morin/13442/stats?position=P,R,R,29,PHI,,,,,,4.026,MIL,1.0,1.0,0.0,1.0,23.0,
703.0,Free Agent,2.0,9388,RP/SP,0.17966201901435852,,Josh Tomlin,/players/josh-tomlin/9388/stats?position=P,R,R,35,ATL,,,,,,9.033,ATL,1.0,1.0,1000000.0,1.0,16.0,1000000.0
280.0,Free Agent,2.0,1157,RP,0.15891315042972565,,Tommy Hunter,/players/tommy-hunter/1157/stats?position=P,R,R,33,PHI,,,,,,10.066,PHI,1.0,1.0,875000.0,1.0,26.0,875000.0
424.0,Free Agent,2.0,10348,LF/RF,0.14299897849559784,,Domingo Santana,/players/domingo-santana/10348/stats?position=OF,R,R,27,SEA,SEA,,,,,4.024,CLE,1.0,1.0,1500000.0,1.0,5.0,1500000.0
88.0,Free Agent,2.0,3321,RP,0.13469092547893524,,Darren O'Day,/players/darren-oday/3321/stats?position=P,R,R,37,ATL,,,,,,11.103,ATL,1.0,1.0,2750000.0,1.0,16.0,2750000.0
,,,3543,SP,0.12772613763809204,,Clay Buchholz,/players/clay-buchholz/3543/stats?position=P,L,R,35,TOR,,,,1.0,4500000.0,11.021,,,,,,,
,,,7555,RP,0.11241471767425537,,Nick Vincent,/players/nick-vincent/7555/stats?position=P,R,R,33,PHI,,,,,,6.052,,,,,,,
670.0,Free Agent,2.0,9308,C,0.0994119718670845,,Josh Phegley,/players/josh-phegley/9308/stats?position=C,R,R,32,OAK,,,,,,5.087,CHC,1.0,1.0,1350000.0,1.0,17.0,1350000.0
702.0,Free Agent/Arb,8.0,3298,3B/SS/LF,0.09628541767597198,,Charlie Culberson,/players/charlie-culberson/3298/stats?position=3B/OF,R,R,31,ATL,ATL,,,,,4.084,ATL,1.0,1.0,1000000.0,1.0,16.0,1000000.0
227.0,Free Agent,2.0,6316,RP,0.09416414052248001,,David Phelps,/players/david-phelps/6316/stats?position=P,R,R,33,CHC,CHC,,,,,7.156,MIL,1.0,1.0,1500000.0,1.0,23.0,1500000.0
697.0,Free Agent,2.0,10343,RP,0.08852650970220566,,Aaron Loup,/players/aaron-loup/10343/stats?position=P,L,L,32,SDP,,,,,,7.040,TBR,1.0,1.0,1650000.0,1.0,12.0,1650000.0
